INT,REGION,STATE,COUNTY,CD,SAMPCELL,SAMPYTH,SAMPGEN,ACTAGE,AGECAT,UPELECT,DIRECT,PGDBAL,GENERIC,DTID,JBID,PBID,JCID,KHID,BSID,EWID,CBID,NPID,MMID,GOPCID,DEMCID,DJTJA,DJTIS1,DJTIS2,DJTIS3,DJTIS4,DJTIS5,DJTIS6,DT3W,ELVIEW,FORAGN,Q26,Q27,Q28,IHPC1,IHPC2,IHPC3,IHPC4,IHPC5,IHPC6,IHPC7,IHPC8,IHPC9,IHPC10,IHPC11,IHPC12,IHCC1,IHCC2,IHCC3,IHCC4,IHCC5,IHCC6,IHCC7,IHCC8,IHCC9,IHCC10,IHCC11,IHCC12,ECONW,CIVIL1,CIVIL2,CIVIL3,CIVIL4,CIVIL5,CIVIL6,CRES1,CRES2,CRES3,CRES4,CRES5,CRES6,CRES7,CRES8,CRES9,DIVSCL,EDUC,IDEOL,PARTYID,PARTY,PVOTE16,UNION,MARITAL,CHILD,DENOMFRQ,BORN,RACE,HISP,ECONCLA2,SOURCE,SEXEMP,USR,LIST,INTGEN,LENGTHWW,ZIP,PROJECT,CURRPROJ,STATECD,STATENAME,CDPAR,COMPCD,RRINTEREA,RRINTEREB,RRINTEREC,RRINTERED,RRINTEREE,RRINTEREF,RRINTEREG,RRINTEREH,RRINTEREI,RRINTEREJ,RRINTEREK,AGE,RAGE,RAGEFL,NRCCAGE1,NRCCAGE2,NRCCAGE3,NRCCAGE4,NRCCAGE5,NRCCAGE6,RDIRECT,RPGDBAL,RGENERIC,RDTID,RJBID,RPBID,RJCID,RKHID,RBSID,REWID,RCBID,RNPID,RMMID,RGOPCID,RDEMCID,RDJTJA,RDJTIS1,RDJTIS2,RDJTIS3,RDJTIS4,RDJTIS5,RDJTIS6,R26,R28,RCIVIL1,RCIVIL2,RCIVIL3,RCIVIL4,RCIVIL5,RCIVIL6,REDUC,RIDEOL,RRIDEOL,RPARTYID,RPARTY,RUNION,RMARITAL,RCHILD,RRACE,RHISP,RSOURCE,RSEXEMP,SEX,GENDER,DATE,R96,R96FL,RR96,RR96FL,RPTYID89,RPTYID90,RPTY90FL,RPTYID98,RPTYD981,R89,R90,R90FL,R98,R981,R99,PARTISAN,STATUS,ONE,turn1,turn2,turn3,turn4,turn5,turnp1,turnp2,turnp3,turnp4,turnp5,turns1,turns2,turns3,turns4,turns5,turnc1,turnc2,turnc3,turnc4,turnc5,turng1,turng2,turng3,turng4,turng5,TOGGLE,TIMESRUN,W1,TIMESRUN2,W2,RUSR,RG1,RG2,PREZ16,SEN20,USRACE,EMPSTAT,AGERACE,GENRACE,WHSENIOR,PARIDEOL,EDRAC,SEXED2,SEXEDWH,MARAC,GENMAR2,MOMDAD,BUNDY,SEXBORN,RACEVANG,IDEOVAN,CLARAC,JACNT,RDENOMFR,goal1,goal2,goal3,turn,goal4,NUMCASES,ACTUAL,pturn,diff
714,3,28,113,3,N,N,F,53, ,2,5,7,5,4,1,6,4,1,1,1,6,1,4,4,1,5,5,5,5,5,5,5,1,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,4,1,100,6,2,7,7,2,3,2,2,3,1,6,2,4,2,9,1,2,2,21,39652,16440,16440,2803,Mississippi,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,3,3,3,2,1,4,2,1,1,1,4,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,1,2,3,3,2,2,2,4,2,2,4,2,2,20191009,4,3,4,3,4,4,3,3,3,6,6,5,3,3,3,5,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.251250159,0,1,1,3,5,1,2,6,3,8,7,2,2,2,3,3,2,7,3,2,3,2,2,5,5,2,31,42,4,22.68,53,1011,52.99751428,62.22817033,0
719,3,28,89,3,N,N,F,68, ,1,5,7,5,4,1,1,2,2,1,1,1,1,4,4,4,5,5,5,5,5,5,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,4,2,4,1,2,4,2,4,1,2,4,4,1,65,7,4,7,6,2,3,2,2,7,2,1,2,2,7,7,1,2,1,27.73333333,39046,16440,16440,2803,Mississippi,1,2,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,2.2, , ,1.4, ,3,3,3,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,1,1,1,1,3,1,3,1,4,3,3,3,3,2,2,2,1,2,6,3,3,2,20191009,6,6,4,4,4,4,4,4,4,6,6,6,4,4,3,5,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.587711176,0,1,1,3,5,1,2,6,2,2,2,1,1,1,3,3,1,4,3,2,4, , ,1,5,4,21,42,75,25.3,53,1011,52.99751428,21.88143892,0
398,3,28,39,4,Y,Y,F,38, ,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,5,1,1,3,1,3,2,1,2,1,3,2,1,1,3,90,7,1,3,2,1,3,1,2,1,1,7,2,4,5,1,1,1,2,18.1,39452,16440,16440,2804,Mississippi,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,2,1,2,4,1,1,1,1,2,1,2,4,2,4,1,1,1,20191008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.268507818,0,1,1,3,5,1,2,6,2,8,7,2,5,2,1,3,4,7,3,6,1,2,2,5,1,1,28,38,4,23.73,47,1011,47.00248572,48.8969308,0
702,3,28,35,4,N,N,F,65, ,1,3,1,1,1,4,4,4,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,3,2,1,1,2,5,1,1,1,1,1,1,4,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,1,1,1,4,1,1,1,2,2,1,1,4,75,3,1,1,2,1,3,2,2,1,1,1,2,2,3,4,2,2,1,16.36666667,39465,16440,16440,2804,Mississippi,1,2,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,2.2, , ,1.4, ,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,3,2,1,1,20191009,2,2,2,2,1,2,2,1,1,1,2,2,1,1,3,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.55350614,0,1,2,3,5,1,2,5,3,2,1,1,5,3,2,1,1,3,3,2,1,1,1,1,1,1,21,38,75,22.19,47,1011,47.00248572,69.4702162,0
859,5,29,189,1,Y,Y, ,49, ,3,2,6,5,4,3,6,5,2,1,3,5,4,5,4,3,5,5,5,5,5,5,5,1,2,2,1,3,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,3,3,2,2,2,2,3,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,80,7,5,5,7,5,2,4,1,5,2,2,2,3,6,6,4,1,1,18.71666667,63033,16440,16440,2901,Missouri,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,1,3,3,2,2,4,3,1,1,2,3,2,3,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,3,3,3,3,1,3,1,2,2,5,3,3,2,20191010,6,5,4,3,4,4,3,4,5,6,6,5,4,5,3,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.17646831,0,1,3,5,5,1,2,4,2,4,4,2,1,2,3,3,4,7,2,3,4, , ,5,5,3,31,42,12,19.76,53,1011,52.99751428,89.28420439,0
451,5,29,189,2,Y,Y,M,36, ,1,5,7,5,4,2,6,6,6,2,3,6,2,4,4,2,5,5,5,5,5,5,5,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,20,5,2,3,2,3,3,2,1,5,2,1,2,2,6,1,4,1,2,16.8,63146,16440,16440,2902,Missouri,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,4,4,4,1,2,4,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,1,1,2,5,1,1,1,20191008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,3,5,5,1,2,1,2,2,1,2,5,3,2,1,1,3,1,1,2, , ,1,5,3,28,38,75,28.36,47,1011,47.00248572,11.50936525,0
850,5,29,99,2,Y,Y,F,32, ,1,3,5,5,3,4,5,5,4,1,2,4,4,4,3,3,3,2,4,2,1,5,5,2,2,1,1,4,5,1,1,2,2,2,1,2,2,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,3,5,1,1,1,1,1,2,2,1,1,2,1,1,2,2,50,6,5,5,7,2,3,2,1,7,1,7,3,3,6,6,3,1,2,17.06666667,63010,16440,16440,2902,Missouri,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.1,1.2,1.3, , ,2,3,3,2,2,3,3,2,1,1,2,2,2,2,2,2,1,3,1,1,3,3,1,3,3,1,1,1,1,1,4,3,3,3,3,2,2,1,4,2,5,3,3,2,20191010,5,5,3,3,4,3,3,4,4,6,5,5,4,4,3,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.531853341,0,1,2,5,5,1,2,5,2,7,7,2,1,2,3,3,2,7,2,1,3,2,4,5,3,4,20,42,4,19.65,53,1011,52.99751428,90.32975031,0
143,5,29,183,3,Y,Y,M,45, ,1,5,7,5,4,1,2,5,5,5,2,2,2,4,4,1,5,5,5,5,5,5,5,1,2,1,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,50,3,5,7,7,2,1,2,1,7,2,1,2,2,2,1,1,1,1,14.1,63332,16440,16440,2903,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,1,3,3,3,1,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,3,3,3,3,1,2,1,1,2,2,1,1,1,20191006,2,1,2,1,3,4,3,4,4,5,6,5,4,4,2,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.90747783,0,1,1,5,5,1,2,6,2,2,1,2,1,3,2,1,1,3,1,1,2, , ,1,5,4,31,42,75,21.25,47,1011,47.00248572,79.20752296,0
225,5,29,219,3,N,N,F,80, ,2,1,2,1,1,4,6,4,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,3,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,5,1,1,3,4,1,1,1,4,4,1,1,4,5,6,1,3,8,1,3,2,2,1,1,1,2,1,2,6,1,2,2,20.76666667,63383,16440,16440,2903,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,11,4,3,4,2.2, , ,1.4, ,1,1,1,1,2,4,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,3,1,1,2,4,1,1,1,2,2,2,2,1,2,2,3,3,2,20191007,6,6,4,4,2,2,2,1,1,4,4,4,2,2,3,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,1,5,5,1,2,6,2,2,2,1,3,1,3,3,1,4,3,2,3,1,1,5,1,1,21,38,75,20.57,53,1011,52.99751428,84.85329325,0
306,5,29,183,3,Y,Y,F,45, ,2,1,2,1,2,4,5,4,4,4,4,5,4,2,2,4,1,1,2,1,1,1,2,2,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,1,1,2,4,1,2,2,4,2,2,1,4,70,3,2,3,2,1,3,2,1,6,1,1,2,2,4,1,1,1,2,21.88333333,63385,16440,16440,2903,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,3,2,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,4,1,1,1,20191007,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.924461875,0,1,1,5,5,1,2,6,2,2,1,2,5,3,2,1,1,3,1,1,1,1,1,1,1,3,31,38,75,17.75,47,1011,47.00248572,97.40446184,0
318,5,29,51,3,Y,Y,F,51, ,2,2,2,1,3,4,4,4,4,4,4,6,4,2,2,4,2,1,4,2,1,2,2,1,2,1,1,3,5,1,1,1,1,1,4,2,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,90,6,2,3,2,1,3,2,2,3,1,1,2,2,6,6,1,1,1,17.25,65109,16440,16440,2903,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,1,1,1,2,2,2,2,2,2,2,4,2,1,1,2,1,1,3,1,1,1,1,1,3,1,1,3,1,1,1,4,1,2,1,1,2,2,2,1,2,5,3,3,2,20191007,6,5,4,3,2,2,1,1,1,2,2,1,1,1,3,1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,1,5,5,1,2,6,2,2,2,2,5,1,3,3,1,4,3,2,3,1,1,1,2,2,31,38,75,20.68,53,1011,52.99751428,84.08604626,0
502,5,29,99,3,Y,Y,F,55, ,1,5,7,5,4,1,1,1,1,2,1,1,1,4,4,1,5,5,5,5,5,5,5,1,1,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,1,1,1,1,3,1,2,1,1,1,2,1,95,6,5,7,6,2,3,4,2,6,2,1,2,1,1,6,4,1,2,15.41666667,63051,16440,16440,2903,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,3,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,3,3,3,3,2,3,2,1,2,1,3,3,2,20191008,6,6,4,4,4,4,4,4,4,6,6,6,4,4,3,5,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.981590874,0,1,3,5,5,1,2,2,2,2,2,2,1,1,3,3,3,6,3,4,4, , ,5,5,3,31,42,75,24.4,53,1011,52.99751428,34.46995053,0
637,5,29,99,3,Y,Y,F,34, ,1,5,7,4,4,3,3,3,3,2,2,3,2,4,4,4,5,4,5,5,2,5,5,1,1,2,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,4,1,1,1,4,2,4,1,2,2,2,1,80,6,2,2,3,2,3,2,1,7,2,1,2,1,1,1,4,1,1,19.31666667,63025,16440,16440,2903,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.1,1.2,1.3, , ,3,3,3,2,2,2,2,2,1,1,2,1,2,2,2,3,3,3,3,1,3,3,1,1,1,1,1,3,1,1,4,1,2,1,1,2,2,1,1,2,1,1,1,1,20191009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.956926667,0,1,3,5,5,1,2,1,2,1,1,2,5,1,1,3,1,3,1,1,2, , ,5,4,4,20,38,75,22.28,47,1011,47.00248572,66.87487731,0
319,5,29,39,4,Y,Y,M,38, ,1,1,1,1,1,4,4,6,5,4,4,4,4,1,2,4,1,1,1,1,1,1,1,3,2,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,1,1,1,2,1,2,1,2,3,1,1,2,70,6,1,1,2,1,3,2,1,1,1,1,2,2,2,2,1,1,2,16.91666667,64744,16440,16440,2904,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,2,4,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,4,1,1,1,1,2,2,1,1,2,2,1,1,1,20191007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,1,5,5,1,2,6,2,2,1,2,5,1,1,3,1,3,1,1,1,1,1,1,1,1,28,38,75,23.09,47,1011,47.00248572,57.9154261,0
455,5,29,7,4,N,Y,F,83, ,1,5,7,4,4,1,1,5,4,3,5,5,3,5,3,2,5,3,1,3,2,4,2,1,2,2,1,2,2,1,4,4,2,2,2,2,2,4,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,5,1,3,2,5,5,4,4,4,5,4,4,1,75,6,2,4,6,3,3,5,2,7,1,1,2,4,1,9,1,2,2,26.31666667,65265,16440,16440,2904,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,11,4,3,4,2.2, , ,1.4, ,3,3,3,2,1,1,3,2,2,3,3,2,3,2,1,3,2,1,2,1,3,1,1,1,1,1,3,1,2,1,4,1,2,2,3,2,3,2,1,2,1,4,2,2,20191008,4,4,4,4,6,6,6,2,2,6,6,6,3,3,3,3,5,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.451657006,0,1,1,5,5,1,2,6,3,2,2,1,2,1,3,3,3,6,3,7,3,1,1,5,3,4,21,20,75,24.07,53,1011,52.99751428,40.90043154,0
800,5,29,13,4,N,Y,F,45, ,3,2,2,3,2,6,6,6,6,6,6,6,6,6,5,5,1,1,1,1,1,2,1,3,5,1,3,7,7,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,3,1,1,2,2,2,2,2,1,4,2,2,0,2,6,6,6,1,3,1,2,6,1,1,2,2,2,10,1,2,2,21.76666667,64730,16440,16440,2904,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,1,1,2,1,4,4,4,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,2,4,1,1,2,2,1,1,1,2,3,3,3,2,1,2,1,2,2,4,2,2,20191010,4,3,4,3,4,4,3,4,4,6,6,5,4,4,2,5,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.981590874,0,1,1,5,5,1,2,6,1,2,2,2,2,3,4,1,3,2,3,6,3,1,3,1,1,3,31,42,75,15.59,53,1011,52.99751428,99.44453608,0
635,5,29,95,5,Y,Y,M,43, ,1,5,7,5,4,1,5,1,4,1,1,2,4,4,4,1,5,5,5,5,5,5,5,1,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,5,1,1,1,1,3,1,3,1,1,3,3,1,100,7,4,5,7,2,3,1,2,2,2,6,2,2,1,1,4,1,2,24.1,64134,16440,16440,2905,Missouri,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,3,1,2,1,1,1,2,2,2,1,3,3,3,3,3,3,3,1,1,1,1,3,1,1,1,4,3,3,3,3,2,1,2,4,2,1,1,1,1,20191009,1,1,1,1,3,3,3,4,4,5,5,5,4,4,3,5,3,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.263574841,0,1,3,5,5,1,2, ,2,8,7,2,1,2,1,3,4,7,3,6,2, , ,4,5,1,28,42,4,23.73,47,1011,47.00248572,48.8969308,0
655,5,29,95,5,N,N,F,999,9,1,1,1,1,1,4,6,4,4,4,4,4,4,5,1,4,1,1,1,2,1,1,2,3,2,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,2,5,1,3,1,1,1,3,1,1,1,3,75,3,1,1,1,1,3,2,2,2,1,1,2,2,4,6,2,2,2,17.03333333,64131,16440,16440,2905,Missouri,2,2,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,2.2, , ,1.4, ,1,1,1,1,2,4,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1,1,1,1,2,2,2,1,2,4,3,3,2,20191009,6,6,4,4,2,2,2,1,1,2,2,2,1,1,3,1,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,2,5,5,1,2,5,2,2,2,1,5,3,4,1,1,4,3,2,3,1,1,1,1,1,21,38,75,22.66,53,1011,52.99751428,62.72394758,0
440,5,29,47,6,Y,Y,M,39, ,1,5,7,5,4,2,2,6,6,2,2,6,2,3,4,2,5,2,5,4,5,5,5,1,2,1,3,7,7,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,1,1,1,1,1,2,1,3,3,3,1,50,6,4,7,7,2,3,2,2,6,2,1,2,2,1,1,2,1,2,14.76666667,64155,16440,16440,2906,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,1,4,4,1,1,4,1,2,2,1,3,1,3,3,3,3,3,2,4,1,1,1,1,1,1,4,3,3,3,3,2,2,2,1,2,1,1,1,1,20191008,1,1,1,1,3,3,3,4,4,5,5,5,4,4,3,5,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.029741275,0,1,2,5,5,1,2,5,2,2,1,2,1,1,1,3,1,3,3,2,2, , ,1,4,3,28,42,75,23.09,47,1011,47.00248572,57.9154261,0
463,5,29,199,6,N,Y,F,34, ,1,4,7,5,4,2,2,2,2,1,1,2,2,3,3,2,5,5,5,5,5,5,5,1,2,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,2,4,1,1,3,2,4,1,3,4,3,1,50,6,5,7,6,2,3,2,1,5,2,1,2,4,4,7,1,2,2,17.61666667,63563,16440,16440,2906,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.1,1.2,1.3, , ,3,3,3,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,4,3,3,3,3,2,2,1,1,2,4,3,3,2,20191008,5,5,3,3,4,3,3,4,4,6,5,5,4,4,3,5,4,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,2.077858925,0,1,1,5,5,1,2,6,2,1,2,2,1,1,3,3,1,4,2,1,4, , ,5,5,3,20,42,75,23.15,53,1011,52.99751428,54.70647531,0
833,5,29,79,6,Y,Y,M,39, ,1,5,1,1,1,4,6,5,4,4,4,1,4,1,1,4,1,1,1,1,1,1,1,3,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,3,1,3,4,5,1,1,1,1,1,2,1,1,1,3,1,1,1,4,42,5,2,1,2,1,3,2,1,5,3,5,2,2,5,2,1,1,1,23.93333333,64683,16440,16440,2906,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,3,1,1,1,2,4,3,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1,2,1,1,2,2,1,4,2,4,1,1,1,20191010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.268507818,0,1,1,5,5,1,2,6,2,8,7,2,5,4,2,2,2,7,1,1,2, , ,4,1,3,28,38,4,28.36,47,1011,47.00248572,11.50936525,0
846,5,29,9,7,N,N,F,60, ,1,5,1,1,1,4,4,5,4,4,4,4,4,4,2,4,1,1,1,2,1,1,1,3,2,3,1,4,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,4,1,1,1,4,76,5,1,1,3,1,3,2,2,1,1,1,2,4,6,8,1,2,2,23.35,65647,16440,16440,2907,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,1,1,1,2,2,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,2,5,4,2,2,20191010,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,2,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,1,5,5,1,2,6,1,2,2,1,5,3,4,1,1,4,3,2,3,1,1,5,1,1,31,38,75,29.56,53,1011,52.99751428,3.474280723,0
148,5,29,187,8,Y,Y,F,49, ,1,1,1,5,1,4,4,6,4,4,4,4,4,2,1,4,1,1,1,1,1,1,1,3,2,1,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,2,1,1,1,4,1,1,2,4,100,3,2,2,6,1,1,2,1,5,1,1,2,3,2,1,1,1,1,20.61666667,63087,16440,16440,2908,Missouri,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,1,1,3,1,2,2,4,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,3,1,2,1,1,2,2,1,1,1,20191006,2,1,2,1,1,2,1,1,1,5,6,5,3,3,2,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.924461875,0,1,1,5,5,1,2,6,2,2,1,2,2,3,2,1,1,3,1,1,1,1,1,5,1,3,31,38,75,21.25,47,1011,47.00248572,79.20752296,0
